"X1","X2","X3","X4","X5","X6","X7","X8","X9","X10","X11","X12","X13","X14","X15","X16","X17","X18","X19","X20","X21","X22","X23","X24","X25","X26","X27","X28","X29","X30","X31","X32","X33","X34","X35","X36","X37","X38","X39","X40","X41","X42","X43","X44","X45","X46","X47","X48","X49","X50","X51","X52","X53","X54","X55","X56","X57","X58","X59","X60","X61"
"Femmina",23,7,4,3,2,5,3,5,3,4,1,2,4,2,2,3,5,3,3,2,5,4,3,3,3,3,2,4,2,4,3,3,3,3,4,2,4,2,7,5,4,6,4,6,1,4,4,2,3,2,2,6,2,5,7,4,2,1,1,5
"Maschio",33,5,4,3,5,6,4,1,3,1,3,1,1,2,3,4,3,5,1,3,2,5,4,2,4,1,3,3,3,2,2,4,2,4,2,3,4,3,5,5,7,5,7,6,5,6,5,2,4,4,1,4,4,7,6,2,5,2,2,4
"Femmina",25,6,4,4,4,5,2,5,2,5,3,3,4,2,3,4,2,2,1,2,2,3,3,4,2,4,2,3,3,3,2,2,2,3,4,2,3,2,3,2,3,2,4,4,2,5,4,1,5,5,4,4,10,6,9,7,7,0,5,7
"Femmina",26,8,6,6,6,4,5,5,3,4,4,2,4,2,4,4,4,4,2,4,2,2,3,2,3,4,4,3,4,2,3,3,3,3,4,3,2,3,7,7,6,6,6,7,6,6,6,5,6,5,5,8,9,8,9,9,8,4,7,8
"Femmina",24,7,7,6,5,1,3,2,5,2,4,2,3,2,5,2,4,3,5,5,3,5,5,5,5,3,4,2,5,2,5,2,5,3,2,5,3,4,6,7,7,7,7,7,5,6,3,3,5,4,7,7,4,7,10,4,6,4,0,8
"Maschio",60,9,7,7,7,1,5,1,4,1,5,1,1,1,5,5,1,4,1,5,1,5,5,1,5,1,5,1,5,1,5,1,5,1,1,5,1,5,7,6,7,7,7,7,7,7,7,4,7,6,7,8,10,9,10,10,9,5,10,9
"Femmina",28,7,6,5,5,5,3,4,4,1,3,5,4,1,4,3,5,4,4,2,4,3,3,4,5,4,3,3,3,2,3,3,2,3,3,5,3,4,3,5,5,5,7,5,3,4,2,4,3,2,1,7,10,7,8,10,10,3,6,7
"Femmina",22,6,6,5,3,7,3,4,4,5,2,2,3,2,3,4,5,1,2,2,3,2,3,3,3,3,3,3,4,2,3,2,4,5,3,4,3,2,5,2,3,6,5,7,5,5,4,3,3,5,6,6,5,6,6,4,5,4,6,6
"Femmina",22,7,7,7,6,2,4,1,3,1,5,1,2,1,4,4,2,4,1,5,2,4,4,1,5,1,4,1,4,1,4,1,4,1,1,4,1,4,6,7,6,7,7,6,6,6,5,6,6,5,3,9,10,8,10,10,9,8,6,7
"Maschio",24,7,5,5,2,4,3,2,4,3,2,3,4,1,3,3,2,1,1,2,3,2,2,1,2,3,4,1,3,2,3,2,3,2,2,3,1,3,4,5,5,5,4,5,4,5,5,5,5,4,4,7,8,6,6,7,7,4,1,7
"Femmina",24,7,6,6,3,6,4,4,2,4,3,3,2,4,2,5,5,3,2,2,4,2,3,4,2,2,3,5,3,5,3,5,3,5,2,2,4,2,4,4,3,3,6,6,3,6,2,4,2,2,2,6,10,2,8,6,4,2,2,4
"Femmina",25,6,5,5,4,5,4,3,3,4,4,1,3,2,3,5,5,4,3,3,4,5,3,2,3,2,3,3,4,3,3,3,3,2,2,3,2,3,7,4,4,4,5,5,5,6,5,7,4,4,6,9,9,6,2,2,2,2,2,5
"Femmina",28,7,6,5,4,4,2,1,1,1,2,1,2,1,2,3,2,3,1,2,1,2,3,1,3,1,2,2,3,1,3,1,2,1,1,2,1,3,4,3,5,5,5,5,4,4,3,3,5,5,2,7,9,8,6,8,6,5,0,6
"Maschio",23,9,6,6,5,2,4,1,3,1,3,2,2,2,4,2,2,4,2,3,3,3,4,1,4,1,5,3,5,1,5,1,5,2,1,4,3,4,6,6,6,6,6,6,5,7,6,7,7,7,6,9,8,8,8,9,8,8,10,9
"Femmina",21,6,5,5,5,4,3,2,3,2,1,1,3,4,3,4,5,2,4,3,5,3,3,2,3,1,3,4,3,4,3,1,4,4,2,2,4,3,4,5,5,6,4,5,3,3,2,2,4,2,2,6,7,5,5,6,6,5,4,6
"Maschio",23,5,4,2,4,4,3,2,3,2,4,2,2,2,3,3,4,3,4,4,4,4,4,4,4,4,3,4,3,4,3,4,2,4,2,4,3,2,3,2,4,4,5,6,4,3,2,3,2,5,3,3,4,3,1,8,6,5,10,5
"Maschio",19,4,4,3,1,6,1,1,1,4,2,1,1,1,1,2,1,1,1,1,2,1,1,2,1,2,2,5,3,2,1,1,2,4,2,1,1,1,2,2,3,2,1,2,2,4,2,2,1,1,2,5,9,3,3,1,3,0,0,3
"Femmina",29,7,5,3,2,6,3,4,1,4,5,1,4,1,2,3,2,4,2,4,5,4,4,4,4,4,1,5,5,1,4,2,2,4,4,2,4,2,1,1,1,1,7,7,1,1,1,1,1,6,2,1,1,1,1,1,0,0,0,3
"Femmina",26,6,5,5,7,5,5,3,4,3,4,2,3,1,3,3,4,4,1,5,3,4,5,4,4,3,5,3,5,3,4,3,5,5,4,5,5,4,4,7,7,6,7,6,3,4,3,3,4,6,3,6,10,6,10,7,5,0,6,5
"Femmina",26,9,6,7,5,4,4,2,1,1,3,4,2,3,4,5,3,2,2,4,1,5,4,2,4,2,4,3,3,1,3,1,3,4,3,3,2,3,6,5,5,5,6,6,7,7,6,7,7,7,7,9,8,8,8,7,7,8,7,10
"Femmina",23,8,6,6,6,2,5,2,5,3,5,2,4,1,5,5,2,4,3,5,3,4,4,4,5,5,4,2,4,2,4,2,4,3,3,4,3,4,7,6,7,7,6,7,7,7,5,5,6,7,5,5,10,10,8,4,7,2,10,9
"Femmina",25,6,5,3,2,6,4,4,3,3,4,2,4,2,4,4,5,4,2,3,4,4,4,4,4,3,4,2,4,2,3,3,4,2,3,4,4,3,4,5,5,5,3,4,2,5,2,1,4,5,1,6,6,6,8,8,6,3,0,7
"Maschio",20,7,5,6,5,2,5,1,4,2,5,5,3,2,4,1,2,3,1,4,1,5,3,2,4,1,4,4,3,3,3,3,3,3,1,2,3,2,4,3,6,5,7,6,5,7,4,1,3,5,3,4,10,8,2,0,5,6,10,5
"Femmina",26,7,6,6,6,1,4,1,1,1,4,1,1,1,3,1,1,4,1,3,2,3,3,2,3,1,4,3,4,3,4,3,4,3,2,3,3,3,6,5,6,5,7,6,5,5,5,4,5,4,4,8,8,8,8,8,8,8,6,8
"Femmina",28,1,3,4,3,1,2,5,1,3,1,5,5,1,1,1,2,1,4,1,2,1,1,4,1,5,1,4,2,3,1,3,1,5,5,1,1,1,1,1,1,1,1,1,1,3,2,2,1,2,2,1,1,0,0,0,0,0,6,0
"Femmina",25,7,6,5,4,4,3,3,4,3,4,1,2,1,3,2,4,3,1,2,4,3,3,2,3,2,4,3,3,2,3,3,3,3,2,3,3,3,5,5,4,4,5,6,4,5,4,2,4,3,4,5,8,6,8,5,3,3,3,8
"Femmina",23,5,5,1,6,4,5,5,2,5,3,1,5,1,3,3,5,4,1,1,5,5,5,5,3,1,4,4,4,4,4,4,4,4,1,3,1,2,1,7,1,1,7,3,3,7,1,5,2,2,2,0,10,8,9,10,10,0,0,0
"Femmina",22,7,4,3,3,2,4,4,3,3,3,1,3,2,3,2,3,2,2,1,3,3,2,3,3,2,3,3,4,3,4,4,3,3,2,3,3,3,5,2,6,3,5,5,2,4,3,5,3,5,3,7,8,7,4,6,3,2,0,6
"Femmina",35,7,5,5,2,7,3,2,3,2,3,1,5,4,3,5,5,2,1,4,5,1,1,5,3,3,2,4,3,4,3,2,4,2,2,3,5,3,3,5,3,3,5,6,2,6,3,4,6,4,2,5,9,3,8,9,8,0,1,8
"Femmina",26,6,4,4,3,6,3,4,2,3,4,2,4,2,3,3,3,3,2,3,3,3,3,3,3,4,3,3,3,3,3,3,3,3,4,3,3,4,4,4,4,4,6,4,2,6,2,2,3,5,2,6,6,7,4,4,3,0,0,5
"Maschio",22,6,5,3,4,3,5,4,4,3,4,2,2,4,4,4,5,3,2,5,5,3,3,2,2,2,4,3,4,4,4,3,4,4,1,4,4,3,5,4,5,6,6,4,3,5,2,3,3,2,2,2,9,8,6,4,5,1,3,6
"Femmina",20,9,7,7,7,1,5,2,4,1,5,1,2,1,4,5,4,4,1,4,1,4,4,1,4,1,5,2,5,1,5,1,5,1,1,5,1,4,6,7,7,7,7,7,6,6,6,6,6,5,6,10,10,9,10,9,10,8,9,10
"Femmina",27,8,6,4,4,5,5,3,5,3,4,1,2,1,5,3,3,4,1,4,3,4,5,4,4,3,4,2,3,2,4,2,3,3,3,3,2,3,6,7,6,6,6,6,6,7,5,7,6,5,5,9,10,9,10,9,7,7,10,8
"Femmina",21,2,2,1,4,7,1,3,1,3,5,1,1,5,1,5,5,1,1,1,5,4,2,4,2,1,1,5,3,4,3,3,1,5,1,1,5,1,2,2,2,2,5,5,2,6,1,1,2,1,1,0,9,3,1,1,5,1,5,1
"Femmina",24,4,4,3,3,7,3,4,2,4,2,2,3,3,2,4,4,3,3,2,3,3,2,4,2,2,2,3,2,1,1,3,2,3,3,2,3,2,3,2,2,2,2,3,3,3,2,1,2,2,1,2,3,3,1,1,1,1,2,2
"Femmina",25,7,6,6,4,6,5,5,4,4,3,2,4,4,4,3,5,4,1,4,5,4,3,4,3,4,4,3,4,3,4,2,4,3,4,4,3,3,5,3,4,3,4,6,6,3,5,6,6,6,5,8,5,6,3,8,6,6,9,8
"Maschio",23,5,4,3,2,6,4,4,2,3,2,3,5,3,1,2,4,2,3,3,5,2,2,4,3,5,2,4,3,3,3,3,2,4,5,2,4,2,3,5,4,3,6,5,2,3,2,2,3,1,4,6,6,5,6,4,5,3,2,5
"Femmina",23,7,6,5,7,1,3,2,5,2,4,2,4,2,5,3,2,4,2,4,3,5,2,3,4,5,4,1,4,2,5,1,5,1,4,4,2,2,6,7,4,6,6,4,5,6,6,4,4,6,2,5,5,7,9,7,2,4,7,7
"Femmina",56,7,5,6,5,4,3,2,2,2,3,1,2,1,4,3,1,1,1,3,2,4,5,3,3,2,2,1,3,1,2,1,3,3,2,4,2,2,3,1,2,4,5,6,3,3,6,4,3,3,4,4,4,4,2,2,1,3,6,6
"Femmina",21,7,5,5,4,5,3,2,2,2,1,1,1,2,3,4,4,2,2,3,4,2,2,2,4,1,3,3,3,4,3,2,3,2,1,4,3,2,5,6,4,3,5,5,2,4,3,3,4,5,3,6,10,7,6,5,5,4,0,7
"Femmina",19,10,7,5,5,5,2,4,2,4,4,4,4,1,3,4,4,4,4,3,4,4,4,4,4,4,3,4,3,2,2,2,4,3,4,3,3,3,6,5,7,4,4,4,4,5,4,6,6,5,4,7,7,7,7,10,7,7,7,10
"Femmina",21,6,4,4,4,3,3,3,2,4,3,1,2,2,3,4,5,4,2,3,4,3,3,4,2,2,3,4,3,3,3,2,3,4,1,3,3,3,5,5,4,5,6,5,3,5,3,3,3,3,3,6,7,7,7,5,8,4,8,6
"Femmina",23,4,3,4,5,5,2,3,3,3,4,4,3,2,2,2,4,4,4,3,5,5,4,5,5,5,1,3,2,3,2,2,4,3,3,3,4,4,2,1,3,4,3,2,3,3,4,3,3,2,3,0,5,3,3,3,5,5,9,6
"Femmina",24,8,6,6,2,4,4,2,2,2,4,1,1,1,4,4,3,4,1,4,3,4,4,3,4,1,3,3,4,2,4,2,4,2,1,4,2,4,6,6,6,6,6,6,4,6,4,4,6,6,3,8,8,9,9,9,8,6,3,8
"Maschio",21,9,6,6,5,6,3,2,3,4,2,2,2,2,3,3,2,2,4,2,3,1,4,3,3,3,4,2,4,2,4,2,5,2,2,5,3,3,7,7,7,7,7,7,5,6,6,6,7,6,6,8,9,9,9,8,5,3,10,8
"Femmina",21,7,7,7,6,1,5,2,3,1,4,1,2,1,4,4,2,4,1,4,2,5,5,2,4,2,4,2,4,1,4,4,2,1,1,4,1,3,6,6,7,6,6,6,6,6,6,5,6,6,4,9,7,8,9,8,8,7,3,8
"Maschio",22,7,6,6,7,2,5,2,4,1,5,2,3,2,4,4,2,4,2,2,3,5,5,2,4,1,5,1,4,2,4,2,5,1,2,4,1,4,5,6,7,7,7,7,7,6,6,5,7,7,6,8,10,10,9,10,10,10,3,9
"Femmina",23,4,3,4,2,6,4,5,3,4,3,5,3,1,2,3,5,4,3,3,5,4,5,4,2,4,1,5,3,3,1,5,2,4,4,2,5,1,2,5,3,2,6,4,1,6,2,2,2,3,4,2,2,4,5,8,1,0,0,4
"Femmina",20,8,5,5,3,5,4,2,4,3,2,3,3,1,3,2,3,4,3,2,3,3,3,3,3,3,4,2,4,2,4,2,4,2,2,3,2,3,5,7,6,4,4,5,3,6,4,5,6,5,3,8,7,5,9,9,8,3,7,9
"Femmina",20,9,7,6,6,2,5,1,3,2,3,1,3,2,4,4,2,4,2,4,2,5,4,2,4,3,4,3,4,2,5,2,5,2,1,4,2,4,6,6,7,5,5,5,4,7,4,7,7,5,6,9,10,8,6,4,3,2,1,9
"Femmina",23,4,4,3,3,5,3,2,3,3,2,4,3,4,2,5,4,2,3,2,4,3,2,3,3,3,3,2,3,2,3,1,2,2,1,2,2,3,3,6,4,3,6,3,4,5,1,1,3,1,1,4,9,4,8,5,7,4,0,4
"Femmina",23,1,3,3,1,6,3,4,3,4,4,3,2,2,4,4,3,2,5,3,5,3,3,4,4,4,2,5,2,4,2,5,2,5,4,2,3,2,1,1,1,6,6,4,1,6,1,5,1,2,2,4,8,2,2,2,3,0,7,4
"Femmina",22,7,5,5,3,5,4,2,3,1,4,2,3,1,2,3,3,4,1,1,1,4,4,2,3,3,4,2,3,2,4,2,4,3,4,3,2,3,5,6,6,6,6,7,5,6,6,7,5,6,4,9,9,9,9,9,8,9,7,8
"Femmina",23,6,4,5,2,4,2,5,2,2,1,2,4,3,2,4,4,1,4,1,4,4,1,3,1,4,5,4,5,4,5,5,5,5,5,5,4,2,5,4,3,2,3,7,2,3,3,3,3,4,2,3,10,6,6,6,6,4,4,6
"Femmina",22,8,6,5,4,3,4,2,3,1,4,1,2,2,4,4,3,4,1,2,2,5,4,2,4,1,4,1,3,1,3,1,4,1,1,4,2,4,6,6,6,5,6,6,6,6,6,5,6,6,6,7,7,9,8,9,7,8,8,9
"Maschio",72,7,5,4,3,3,3,1,2,1,3,1,1,1,2,2,2,2,1,2,1,3,3,1,1,4,2,3,3,2,3,3,2,2,1,1,1,4,3,3,3,3,3,3,2,5,3,4,3,3,3,2,1,2,2,4,6,2,6,4
"Femmina",22,7,6,3,6,2,4,4,2,2,3,1,2,2,3,3,3,4,2,2,4,4,4,3,3,2,3,3,3,3,4,2,4,2,1,3,2,2,4,6,4,5,6,6,3,6,6,3,4,4,6,4,2,4,7,7,7,2,7,6
"Femmina",23,8,5,6,6,2,5,3,2,3,2,2,2,2,3,3,4,3,2,2,3,4,4,2,3,1,4,2,4,1,5,2,4,1,2,4,2,4,5,6,7,6,5,4,5,6,5,2,6,6,5,6,4,8,10,2,2,2,9,8
"Femmina",26,7,6,6,6,4,5,3,4,2,4,2,1,2,3,4,2,4,3,3,2,3,4,2,4,2,4,2,3,2,4,2,4,3,2,4,2,4,5,4,5,5,6,4,5,6,5,4,5,4,4,8,7,7,6,6,5,5,3,5
"Femmina",23,8,5,4,3,6,3,2,3,2,1,2,4,1,3,1,4,2,4,3,4,3,3,3,3,4,2,4,3,4,3,2,2,3,3,3,4,2,4,6,3,6,4,5,2,2,2,3,5,3,4,8,8,6,9,5,6,3,3,7
"Femmina",23,4,3,3,2,7,2,4,3,4,3,2,4,2,2,3,3,1,2,3,4,1,3,4,3,3,3,4,3,3,4,4,2,4,2,3,4,1,3,4,2,5,4,5,3,3,1,1,1,2,2,5,3,0,4,4,0,1,4,2
"Femmina",26,6,5,4,5,2,3,2,4,4,4,1,1,3,3,4,3,3,1,2,2,4,4,3,3,1,3,3,3,3,3,3,3,3,1,3,3,2,4,5,4,4,7,6,5,5,2,4,4,2,1,6,8,5,5,7,4,4,10,5
"Maschio",22,8,6,5,6,2,4,1,2,2,4,1,1,1,4,4,2,4,2,4,2,2,4,2,4,2,5,1,4,1,4,1,3,3,1,4,1,3,5,3,6,6,6,6,6,6,3,3,6,5,3,8,10,7,5,9,5,3,0,8
"Femmina",21,9,7,6,7,3,5,2,4,2,5,3,4,1,5,2,2,4,1,5,4,5,5,4,5,2,5,2,3,2,3,2,5,2,2,3,2,4,7,7,7,7,7,7,6,6,6,5,7,7,6,10,7,9,9,8,9,6,4,10
"Femmina",19,7,5,5,4,3,3,3,3,2,3,2,2,2,4,5,4,3,4,3,4,3,3,3,3,3,3,3,4,1,3,3,3,3,3,3,3,3,4,5,4,5,4,6,4,5,4,5,5,5,4,6,9,6,9,8,7,4,1,8
"Femmina",19,6,2,4,2,7,4,5,2,4,2,4,4,1,2,5,5,1,1,1,5,4,3,4,1,4,2,4,2,4,3,4,4,4,5,1,4,1,5,5,2,1,7,6,1,5,1,3,2,1,7,6,6,5,8,2,5,0,0,5
"Femmina",25,7,7,6,5,2,4,2,3,2,3,2,1,1,4,2,2,3,1,4,2,3,5,2,3,1,5,2,4,2,4,2,5,3,1,5,3,5,5,6,6,7,6,7,7,7,6,5,6,6,3,7,8,6,9,10,7,5,8,8
"Femmina",21,8,6,6,4,2,4,2,2,2,2,1,1,1,3,3,3,1,2,2,3,3,3,2,2,1,4,3,4,2,4,2,4,2,1,3,2,4,6,5,4,4,5,5,7,6,5,5,5,4,3,5,9,5,8,7,2,4,10,7
"Femmina",22,9,7,7,6,1,5,2,4,1,4,3,2,3,4,5,2,4,3,5,4,5,4,3,4,2,5,1,4,1,4,2,4,2,2,4,2,4,5,5,7,6,5,6,5,5,5,6,5,5,7,9,9,9,8,10,10,9,8,10
"Femmina",53,7,5,5,4,4,5,3,4,3,3,2,3,2,4,5,4,4,1,3,3,4,4,4,5,3,4,2,3,3,4,3,3,2,2,4,2,3,4,5,4,4,6,6,4,6,4,3,5,5,4,6,6,8,8,8,8,5,3,5
"Femmina",37,5,4,5,4,6,2,2,2,1,4,4,2,2,3,3,5,5,1,2,4,4,4,1,2,1,3,4,3,1,3,3,2,3,1,3,4,3,2,1,3,3,7,6,5,5,5,1,5,5,2,2,3,5,5,5,6,4,7,5
"Maschio",24,8,6,6,2,2,5,2,5,4,5,2,4,5,3,5,5,4,1,4,5,5,4,2,5,4,3,3,4,4,5,1,2,4,3,4,5,4,5,6,6,7,6,4,4,7,3,4,5,4,2,7,6,8,9,4,7,5,8,8
"Maschio",28,5,3,3,1,6,5,2,2,2,4,5,4,5,1,5,5,3,2,1,4,3,4,4,3,3,1,5,3,4,3,4,3,4,4,2,5,1,1,2,3,4,6,1,1,1,1,1,1,2,1,0,3,0,1,0,0,0,0,1
"Femmina",22,8,5,5,2,6,4,5,4,5,5,3,4,4,4,3,5,4,2,3,4,4,4,4,3,3,4,2,4,3,3,4,3,3,2,4,4,2,5,5,5,4,5,7,5,6,4,6,5,7,4,10,9,9,9,9,6,8,6,9
"Maschio",39,0,1,4,1,7,1,3,5,1,1,1,3,4,1,3,3,3,4,1,3,5,5,2,1,3,1,5,3,1,3,3,1,4,3,2,2,1,1,1,1,4,6,4,1,5,1,1,1,1,1,0,9,0,0,0,0,0,0,0
"Maschio",25,7,6,6,5,2,5,2,2,3,4,2,4,3,3,3,2,4,2,3,4,5,5,3,4,3,4,3,5,3,4,2,5,3,2,4,3,4,3,6,5,4,5,6,6,6,5,3,5,6,4,7,8,8,7,6,8,5,9,8
"Maschio",21,5,4,3,3,6,3,3,2,2,4,2,2,1,2,4,4,2,2,4,4,4,2,2,4,2,4,2,4,2,4,2,3,3,1,3,4,2,3,3,3,3,6,4,4,5,3,2,3,2,1,4,8,4,5,8,2,5,0,5
"Femmina",24,7,5,4,5,5,4,3,5,2,4,2,2,1,5,3,3,3,1,4,3,4,3,2,4,1,4,3,4,1,3,3,3,3,3,2,3,3,6,4,5,3,6,5,6,5,4,4,5,5,7,6,8,9,7,6,7,6,4,8
"Femmina",24,8,6,7,5,4,3,3,3,3,1,1,1,3,4,4,5,1,1,4,4,4,4,4,4,4,4,2,4,2,4,2,4,2,2,5,2,4,5,5,5,5,5,5,5,5,5,5,5,5,5,7,7,7,8,6,7,8,8,8
"Femmina",23,9,7,6,5,3,3,2,4,2,3,2,2,1,5,2,3,3,3,4,3,3,3,2,3,2,3,2,3,2,4,2,4,2,2,4,1,3,6,6,7,7,6,6,5,7,6,6,6,6,6,8,8,9,9,9,9,3,3,9
"Femmina",20,7,6,6,5,2,4,3,4,3,4,2,3,2,4,4,4,4,2,3,4,4,4,3,3,3,4,3,4,3,4,3,4,2,3,4,2,4,6,5,5,5,5,6,2,5,3,3,5,5,2,8,7,8,7,7,7,2,4,7
"Femmina",21,6,5,4,1,5,2,4,5,4,4,3,3,3,1,5,4,2,2,2,3,3,2,2,3,1,2,4,3,3,2,2,2,3,2,2,4,2,3,3,3,3,5,4,1,5,3,3,3,3,1,3,5,3,3,3,3,3,3,5
"Femmina",27,6,4,2,2,6,3,4,3,3,1,2,3,1,2,3,3,3,4,3,4,2,3,3,5,2,2,4,3,3,4,2,4,2,1,4,4,2,2,4,4,4,6,5,1,6,1,1,3,3,2,5,9,6,8,8,5,0,0,6
"Femmina",26,6,3,3,4,3,4,2,2,3,3,2,2,2,3,2,4,4,2,4,3,3,4,4,3,2,3,4,3,2,3,4,3,3,1,3,4,2,5,6,6,5,7,4,3,5,4,3,2,2,1,6,10,5,9,7,8,0,8,5
"Femmina",29,5,5,5,4,2,4,2,3,2,3,2,2,2,3,2,2,3,2,3,2,3,3,2,3,2,4,2,4,2,3,2,4,2,2,4,2,4,5,4,5,5,5,5,5,5,4,4,4,4,2,3,8,5,5,5,5,2,2,5
"Femmina",20,8,6,6,6,1,5,2,4,1,5,1,2,2,5,4,2,4,1,5,3,5,4,2,4,1,5,1,5,1,5,1,4,1,1,5,1,4,6,5,7,5,7,7,7,7,6,6,6,7,6,7,6,8,8,8,7,7,0,8
"Femmina",22,7,5,4,1,4,4,2,3,2,2,1,2,1,3,4,4,2,4,1,5,2,3,2,3,2,4,3,3,3,3,2,3,3,2,3,4,3,2,2,5,6,4,6,1,2,2,2,2,3,1,4,3,1,5,5,0,0,0,5
"Femmina",34,6,6,6,7,5,4,1,1,1,5,1,2,1,2,5,2,4,1,1,2,5,4,2,4,2,3,2,3,1,3,2,3,2,2,3,1,3,7,6,6,6,6,7,6,6,4,4,6,5,4,7,9,7,9,6,6,0,7,5
"Femmina",21,2,2,2,1,6,2,5,3,4,1,5,5,5,2,3,5,2,4,2,4,1,1,5,1,4,2,5,2,5,2,5,2,5,5,2,4,2,3,4,2,6,6,4,2,2,2,2,1,1,1,0,0,0,3,1,1,0,0,3
"Femmina",21,6,6,5,3,6,4,4,3,4,5,2,2,2,3,4,3,3,2,2,4,5,4,3,4,2,4,4,4,3,3,3,3,3,2,3,4,3,6,5,6,5,5,6,4,5,5,5,5,6,5,7,10,9,6,7,6,5,5,7
"Maschio",20,6,4,5,4,4,4,2,3,2,4,3,3,4,3,5,2,3,3,3,4,4,4,3,5,2,3,3,3,4,3,2,3,2,2,3,4,3,3,4,5,4,6,5,5,6,4,4,5,3,2,5,7,5,9,8,7,7,3,5
"Femmina",22,8,7,6,6,2,4,2,3,1,3,1,2,1,5,3,2,4,1,4,3,4,4,2,4,1,4,2,5,1,4,2,5,2,1,4,3,4,5,7,6,7,6,6,4,6,5,6,7,4,6,9,9,9,9,7,6,6,7,9
"Femmina",19,8,6,6,6,2,4,2,4,1,3,1,1,1,4,4,2,4,1,3,2,4,4,1,4,1,4,2,4,2,4,1,4,1,1,3,3,4,5,6,5,6,6,7,7,6,5,3,5,6,4,7,8,7,9,9,6,5,0,9
"Femmina",26,3,4,4,4,4,4,3,2,4,4,4,4,2,2,2,3,2,2,3,2,3,4,3,3,2,2,3,2,3,2,3,2,2,2,2,3,1,3,2,2,4,4,3,2,4,2,1,1,4,2,4,6,4,5,4,4,3,1,4
"Femmina",23,8,6,6,2,2,5,3,2,3,5,4,1,1,3,5,3,5,1,3,3,5,4,2,5,1,5,2,5,1,4,1,3,2,1,4,2,4,7,7,7,6,7,7,1,7,7,6,7,7,5,9,9,10,10,7,5,0,0,10
"Femmina",19,7,6,4,2,2,3,3,3,3,3,2,4,2,3,2,3,2,4,4,3,4,4,5,5,4,4,3,4,3,3,3,4,2,3,4,2,3,5,6,6,5,5,4,5,4,4,3,5,5,6,7,9,8,8,6,8,3,9,6
"Femmina",24,8,6,6,5,2,4,1,3,1,4,4,2,1,4,2,2,4,1,3,3,4,4,1,4,1,4,2,4,2,4,1,5,2,3,4,2,4,6,6,6,6,6,6,4,6,5,5,7,6,6,10,10,10,10,10,9,8,4,10
"Maschio",24,5,4,5,3,6,5,5,2,3,3,2,4,1,4,4,4,4,4,5,5,5,3,1,4,1,3,1,3,1,3,1,3,1,1,2,3,3,7,4,7,7,6,5,3,5,1,4,4,2,2,6,10,6,6,5,10,4,3,6
